date,Plate.SN,DIV,well,trt,dose,units,meanfiringrate,burst.per.min,mean.isis,per.spikes.in.burst,mean.dur,mean.IBIs,nAE,nABE,ns.n,ns.peak.m,ns.durn.m,ns.percent.of.spikes.in.ns,ns.mean.insis,ns.durn.sd,ns.mean.spikes.in.ns,r,cv.time,cv.network,file.name,source,identity,eligible_identity
20170920,MW1147-13,5,F1,Cymoxanil,0.03,uM,0.562546274,0.785454545,0.058537301,34.39814286,0.384428571,63.19214286,11,7,9,11.22222222,0.158543871,2.73853131,95.43125,0.0559704,17.44444444,0.043351252,0.381315808,1.771586014,ON_20170920_MW1147-13_05_00_000.h5,TC,57966-95-7,True
20170920,MW1147-13,5,F2,Cymoxanil,0.0,uM,0.309178658,0.564,0.061071075,45.851,0.322,78.876,5,3,0,,,0.0,,,,0.020241483,0.929992741,2.039172509,ON_20170920_MW1147-13_05_00_000.h5,TC,57966-95-7,True
20170920,MW1147-13,5,F3,Cymoxanil,0.1,uM,0.162462961,0.21,,0.0,,,2,0,0,,,0.0,,,,0.008526877,0.961723717,2.041129831,ON_20170920_MW1147-13_05_00_000.h5,TC,57966-95-7,True
20170920,MW1147-13,5,F4,Cymoxanil,0.3,uM,0.477346613,0.726666667,0.083120097,35.237,0.43875,39.94425,9,4,1,7.0,0.11,0.256278831,,,10.0,0.016530076,0.900551787,1.697828398,ON_20170920_MW1147-13_05_00_000.h5,TC,57966-95-7,True
20170920,MW1147-13,5,F5,Cymoxanil,1.0,uM,0.233621368,0.44,0.053027413,41.54,0.3515,68.8485,6,2,4,5.75,0.1184375,2.385436284,184.2166667,0.02957722,9.5,0.014123352,0.833350395,2.302326747,ON_20170920_MW1147-13_05_00_000.h5,TC,57966-95-7,True
20170920,MW1147-13,5,F6,Cymoxanil,3.0,uM,0.732519933,1.609090909,0.07059997,45.96816667,0.492333333,40.85783333,11,6,0,,,0.0,,,,0.011027101,0.366223099,2.097050743,ON_20170920_MW1147-13_05_00_000.h5,TC,57966-95-7,True
20170920,MW1147-13,5,F7,Cymoxanil,10.0,uM,0.892714562,0.255,0.072616923,8.819,0.378,92.771,4,1,0,,,0.0,,,,0.007508601,0.489566456,1.392439353,ON_20170920_MW1147-13_05_00_000.h5,TC,57966-95-7,True
20170920,MW1147-13,5,F8,Cymoxanil,20.0,uM,0.553926613,0.69,0.035960263,38.553,0.521,44.208,2,1,0,,,0.0,,,,0.012494074,0.592780164,1.423599692,ON_20170920_MW1147-13_05_00_000.h5,TC,57966-95-7,True
20170920,MW1147-13,5,D8,Carbofuran,20.0,uM,0.0,0.0,,0.0,,,0,0,0,,,0.0,,,,0.0,0.0,0.0,ON_20170920_MW1147-13_05_00_000.h5,TC,1563-66-2,True
20170920,MW1147-13,5,E7,Captan,10.0,uM,0.0,0.0,,0.0,,,0,0,0,,,0.0,,,,0.0,0.0,0.0,ON_20170920_MW1147-13_05_00_000.h5,TC,133-06-2,True
