case_id,date,identity,dose,name,model,prediction,target,day7,day5,sigma,symmetric_lower_0.8,symmetric_upper_0.8,scaled_lower_0.8,scaled_upper_0.8,symmetric_lower_0.9,symmetric_upper_0.9,scaled_lower_0.9,scaled_upper_0.9,rel__rep_count_d7,rel__rep_sd_log2_ns_d7,rel__plate_ctrl_count_d7,rel__plate_ctrl_median_ns_d7,rel__plate_ctrl_zero_ns_frac_d7,rel__plate_ctrl_iqr_ratio_d7,rel__plate_ctrl_silent_frac_d7,day12_ctrl_median_ns
20161109|309-00-2|0.1,20161109,309-00-2,0.1,Aldrin,extra_trees_relative_day7,0.18926442867607315,0.5456501113840481,-1.3432127264274722,0.0,0.6714163127495869,-1.2684566447922403,1.6469855021443867,-0.859038105757413,1.2375669631095594,-3.1364833871628734,3.5150122445150194,-1.279028276928524,1.6575571342806703,3.0,0.021875553982515478,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|309-00-2|0.3,20161109,309-00-2,0.3,Aldrin,extra_trees_relative_day7,0.020306382429814734,0.26096745348676065,-0.985368813511247,0.0,0.6484488825122908,-1.4374146910384988,1.4780274558981281,-0.9921364106331018,1.0327491754927312,-3.3054414334091318,3.346054198268761,-1.3977597950974379,1.4383725599570671,3.0,0.585532684750762,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|309-00-2|1,20161109,309-00-2,1.0,Aldrin,extra_trees_relative_day7,0.1358398383024445,-0.26652650391855987,-0.4360166571713506,0.0,0.5661348907973314,-1.3218812351658689,1.593560911770758,-0.7480836374672207,1.0197633140721098,-3.189907977536502,3.461587654141391,-1.1022172579599792,1.373896934564868,3.0,0.49948872426994817,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|309-00-2|3,20161109,309-00-2,3.0,Aldrin,extra_trees_relative_day7,0.14288707486803007,0.010561156304748331,-0.26539381768961134,0.0,0.5032298620161733,-1.3148339986002835,1.6006081483363435,-0.6428208826788989,0.9285950324149591,-3.1828607409709164,3.4686348907069764,-0.957605602491647,1.243379752227707,3.0,0.5431681794720772,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|309-00-2|10,20161109,309-00-2,10.0,Aldrin,extra_trees_relative_day7,-4.7501936632858985,-6.580602597028684,-5.037365103727493,0.0,3.2238076081394667,-6.207914736754212,-3.292472589817585,-9.783621689928133,0.28323436335633545,-8.075941479124845,-1.4244458474469521,-11.80020586200529,2.2998185354334932,3.0,0.12337080482115857,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|309-00-2|20,20161109,309-00-2,20.0,Aldrin,extra_trees_relative_day7,-4.798995981464326,-6.580602597028684,-5.037365103727493,0.0,3.226796480414266,-6.25671705493264,-3.341274907996013,-9.83709062451321,0.23909866158455806,-8.124743797303273,-1.47324816562538,-11.855544421969533,2.2575524590408804,3.0,0.12337080482115857,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|50-29-3|0.03,20161109,50-29-3,0.03,Dichlorodiphenyltrichloroethane,extra_trees_relative_day7,-0.010579018055488963,-0.9785381936810447,-0.33565507799887434,0.0,0.8126461023718271,-1.4683000915238025,1.4471420554128245,-1.2793878815535777,1.2582298454425997,-3.3363268338944354,3.3151687977834574,-1.787721338986229,1.766563302875251,3.0,0.8222617533490367,6.0,2.316060338978355,0.1111111111111111,0.671590909090909,0.0,92.0
20161109|50-29-3|0.1,20161109,50-29-3,0.1,Dichlorodiphenyltrichloroethane,extra_trees_relative_day7,-0.12482315636105014,-0.11483438103099229,-0.5350149704437652,0.0,0.7968210922992813,-1.5825442298293637,1.3328979171072632,-1.3689239544584815,1.119277641736381,-3.4505709721999964,3.2009246594778964,-1.8673584139625077,1.6177121012404072,3.0,0.7655721470084851,6.0,2.316060338978355,0.1111111111111111,0.671590909090909,0.0,92.0
20161109|50-29-3|0.3,20161109,50-29-3,0.3,Dichlorodiphenyltrichloroethane,extra_trees_relative_day7,-0.012182326050783792,-0.9073046038218852,-0.1976500961135854,0.0,0.7625157795743944,-1.4699033995190973,1.4455387474175296,-1.2027212049765477,1.17835655287498,-3.3379301418897303,3.3135654897881626,-1.679696706916078,1.6553320548145103,3.0,1.9168841276799329,6.0,2.316060338978355,0.1111111111111111,0.671590909090909,0.0,92.0
20161109|50-29-3|1,20161109,50-29-3,1.0,Dichlorodiphenyltrichloroethane,extra_trees_relative_day7,-0.28146128354251687,-0.05408616322227724,-1.1989040684140782,0.0,0.6112401353488256,-1.7391823570108302,1.1762597899257967,-1.2358089376970298,0.6728863706119961,-3.607209099381463,3.0442865322964296,-1.6181571830360602,1.0552346159510266,3.0,1.5990110517484428,6.0,2.316060338978355,0.1111111111111111,0.671590909090909,0.0,92.0
20161109|50-29-3|3,20161109,50-29-3,3.0,Dichlorodiphenyltrichloroethane,extra_trees_relative_day7,-0.541291541738138,-0.47562485964797013,-1.5751593256907974,0.0,1.0148143841058501,-1.9990126152064516,0.9164295317301755,-2.1257518395243338,1.043168756048058,-3.8670393575770845,2.7844562741008083,-2.7605473587783957,1.6779642753021196,3.0,0.991162013385718,6.0,2.316060338978355,0.1111111111111111,0.671590909090909,0.0,92.0
20161109|50-29-3|10,20161109,50-29-3,10.0,Dichlorodiphenyltrichloroethane,extra_trees_relative_day7,-4.854274282491692,-6.853036781306558,-2.565422314325511,0.0,2.678476137503673,-6.311995355960005,-3.396553209023378,-9.036259840551761,-0.6722887244316214,-8.180022098330639,-1.5285264666527452,-10.711723528440235,1.0031749634568516,3.0,0.35844639359226904,6.0,2.316060338978355,0.1111111111111111,0.671590909090909,0.0,92.0
20161109|50-29-3|20,20161109,50-29-3,20.0,Dichlorodiphenyltrichloroethane,extra_trees_relative_day7,-5.37529277362083,-6.853036781306558,-2.565422314325511,0.0,2.68436444756781,-6.833013847089143,-3.917571700152516,-9.566471927735314,-1.184113619506344,-8.701040589459776,-2.049544957781883,-11.24561892254497,0.4950333753033114,3.0,0.35844639359226904,6.0,2.316060338978355,0.1111111111111111,0.671590909090909,0.0,92.0
20161109|50-78-2|0.03,20161109,50-78-2,0.03,Acetylsalicylic acid,extra_trees_relative_day7,-0.027901670632626788,0.8602730558021938,-1.4660599746799121,0.0,0.5480193663413854,-1.4856227441009402,1.4298194028356868,-0.883540831828537,0.8277374905632834,-3.353649486471573,3.2978461452063197,-1.2263426719152615,1.170539330650008,3.0,0.12170283961637275,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|50-78-2|0.1,20161109,50-78-2,0.1,Acetylsalicylic acid,extra_trees_relative_day7,-0.08040539052710434,0.1548299260715012,-1.573112679476567,0.0,0.5837538445553933,-1.5381264639954177,1.3773156829412092,-0.9918378700667321,0.8310270890125233,-3.4061532063660507,3.245342425311842,-1.356992651743973,1.1961818706897644,3.0,0.33349446467833,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|50-78-2|0.3,20161109,50-78-2,0.3,Acetylsalicylic acid,extra_trees_relative_day7,-0.0026110446543678315,0.45783839235906665,-1.2807613190398268,0.0,0.5325819185478953,-1.4603321181226814,1.4551100288139456,-0.8341472531221455,0.82892516381341,-3.328358860493314,3.3231367711845787,-1.1672925266076188,1.162070437298883,3.0,0.4546153881401919,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|50-78-2|1,20161109,50-78-2,1.0,Acetylsalicylic acid,extra_trees_relative_day7,0.04506647090663249,0.5900005988234581,-1.5421542649142053,0.0,0.6165900417108856,-1.412654602561681,1.5027875443749459,-0.9176341533676592,1.007767095180924,-3.280681344932314,3.370814286745579,-1.3033289186617225,1.3934618604749873,3.0,1.0130469176012324,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|50-78-2|3,20161109,50-78-2,3.0,Acetylsalicylic acid,extra_trees_relative_day7,0.11949984730567313,0.3424261778549522,-0.7871330116106584,0.0,0.5189059624513108,-1.3382212261626403,1.5772209207739867,-0.6906836785349288,0.929683373146275,-3.2062479685332734,3.4452476631446194,-1.0152742490248623,1.2542739436362087,3.0,0.9769039609787596,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|50-78-2|10,20161109,50-78-2,10.0,Acetylsalicylic acid,extra_trees_relative_day7,0.07130928609636923,0.4116403860060177,0.30020018357837364,0.0,0.5582051119685814,-1.3864117873719441,1.5290303595646828,-0.8002331868799129,0.9428517590726513,-3.2544385297425773,3.3970571019353155,-1.1494065031554606,1.2920250753481992,3.0,0.37595141469690235,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|50-78-2|20,20161109,50-78-2,20.0,Acetylsalicylic acid,extra_trees_relative_day7,0.1717654103369222,0.5226836436475167,0.5159729654841334,0.0,0.6202036277486767,-1.2859556631313913,1.6294864838052356,-0.7965772147792863,1.1401080354531308,-3.153982405502024,3.497513226175869,-1.1845323818385944,1.5280632025124388,3.0,0.21005170616208327,6.0,4.156560164634936,0.05555555555555555,0.7283138299114755,0.0,88.0
20161109|57-74-9|0.03,20161109,57-74-9,0.03,Chlordane,extra_trees_relative_day7,0.03772308155134111,-1.0490125528276883,0.21016213255103589,0.0,0.7726691486121486,-1.4199979919169723,1.4954441550196547,-1.1686685586094419,1.2441147217121242,-3.2880247342876054,3.3634708973902874,-1.651995284251993,1.7274414473546753,3.0,0.8677009652438686,6.0,2.316060338978355,0.1111111111111111,0.671590909090909,0.0,92.0
20161109|57-74-9|0.1,20161109,57-74-9,0.1,Chlordane,extra_trees_relative_day7,-0.00421132329376039,-0.6504571354209087,0.05363796360207323,0.0,0.9264101551784678,-1.4619323967620739,1.453509750174553,-1.4506434327869246,1.4422207861994039,-3.329959139132707,3.321536492545186,-2.030139569922296,2.0217169233347754,3.0,1.2343617843288301,6.0,2.316060338978355,0.1111111111111111,0.671590909090909,0.0,92.0
20161109|57-74-9|0.3,20161109,57-74-9,0.3,Chlordane,extra_trees_relative_day7,0.06714646482240436,-0.7060239404507486,0.5673684407064178,0.0,1.0187297309841177,-1.3905746086459092,1.5248675382907178,-1.5234269821049935,1.657719911749802,-3.258601351016542,3.3928942806613507,-2.1606716631896097,2.2949645928344182,3.0,1.5617063765374486,6.0,2.316060338978355,0.1111111111111111,0.671590909090909,0.0,92.0
